RecordID,Company,Fiscal Year,Total Revenue,Net Income,Total Assets,Total Liabilities,Cash Flow from Operating Activities,Source,Note
5349,Tesla,2023,81437625026,14408492675,83747193104,43715660981,17512065181,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5350,Microsoft,2022,1.92E+11,75257942083,3.24E+11,1.97E+11,72919050275,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5351,Apple,2023,3.65E+11,98318385373,3.45E+11,2.97E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5352,Apple,2023,3.87E+11,98453660669,3.49E+11,2.99E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5353,Tesla,2021,52407649054,5332527,60871395266,32435499475,5967713283,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5354,Apple,2022,4.08E+11,98307524173,3.64E+11,2.97E+11,1.11E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5355,Apple,2022,3.99E+11,99427776608,3.84E+11,2.91E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5356,Tesla,2021,55754825229,5452959,62980748049,30179525232,5878611020,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5357,Apple,2023,3.85E+11,98082196866,3.45E+11,2.91E+11,97873752224,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5358,Apple,2021,3.50E+11,97292599385,3.55E+11,2.88E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5359,Apple,2021,3.53E+11,93010639029,3.47E+11,2.94E+11,1.02E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5360,Apple,2023,3.72E+11,97685528850,3.44E+11,2.86E+11,1.00E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5361,Apple,2021,3.57E+11,95376644533,3.45E+11,3.04E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5362,Microsoft,2023,2.14E+11,82076483428,3.67E+11,2.04E+11,80780393803,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5363,Apple,2023,4.00E+11,1.00E+11,3.65E+11,2.98E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5364,Microsoft,2022,2.01E+11,70497670898,3.26E+11,1.85E+11,74314839236,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5365,Apple,2022,3.86E+11,99459439966,3.47E+11,2.90E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5366,Microsoft,2021,1.71E+11,60895541657,3.12E+11,1.77E+11,60746764519,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5367,Microsoft,2022,2.02E+11,71587516593,3.24E+11,1.96E+11,71609119051,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5368,Tesla,2022,83410214145,11868387673,83776569068,42893674900,14775480261,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5369,Apple,2022,3.88E+11,99728848967,3.45E+11,2.84E+11,1.09E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5370,Apple,2023,3.72E+11,1.00E+11,3.37E+11,2.96E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5371,Apple,2023,3.88E+11,1.05E+11,3.46E+11,2.98E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5372,Apple,2023,3.84E+11,1.03E+11,3.39E+11,3.11E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5373,Microsoft,2021,1.67E+11,61810126230,3.14E+11,1.86E+11,57394585871,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5374,Apple,2023,3.89E+11,1.01E+11,3.70E+11,2.83E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5375,Tesla,2022,80508230294,12332072288,79198256496,41959065805,14703757342,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5376,Apple,2023,4.09E+11,99396209679,3.57E+11,2.76E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5377,Apple,2021,3.66E+11,91033545762,3.45E+11,2.98E+11,99952700503,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5378,Tesla,2023,84012385998,15561326884,84866104240,41735619264,17216766088,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5379,Tesla,2022,77190722470,12480589362,83227005698,41285365556,14478058843,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5380,Apple,2022,3.95E+11,1.01E+11,3.56E+11,2.92E+11,1.13E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5381,Tesla,2022,77443399008,11941943962,82686164447,42243615212,15024083422,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5382,Tesla,2023,85944914848,15152183515,78789831238,41894693091,16295374846,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5383,Apple,2022,3.86E+11,1.01E+11,3.74E+11,2.84E+11,1.11E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5384,Microsoft,2023,2.07E+11,86324992735,3.77E+11,2.17E+11,83831557192,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5385,Tesla,2021,49734551769,5455331,64436580027,29581438137,5770433153,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5386,Tesla,2023,83166730694,15267442413,81060871860,44741528701,17784513417,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5387,Tesla,2021,55758946100,5496871,62597702155,30029844814,5792540203,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5388,Tesla,2023,85184754272,15642311378,82111449044,43505867270,17576663527,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5389,Microsoft,2021,1.65E+11,60755458862,3.15E+11,1.87E+11,59468564285,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5390,Microsoft,2022,2.00E+11,74237294842,3.27E+11,1.94E+11,70984628790,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5391,Microsoft,2021,1.57E+11,60299716016,3.06E+11,1.83E+11,61330028074,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5392,Tesla,2023,78393773778,14352927025,79879015592,43951983397,16398468498,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5393,Microsoft,2023,2.14E+11,85899860309,3.54E+11,2.06E+11,82183192808,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5394,Apple,2021,3.73E+11,93769580564,3.67E+11,2.78E+11,1.01E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5395,Tesla,2023,79407225873,14900592360,82647416343,44874177889,16612256798,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5396,Microsoft,2023,2.00E+11,82487485344,3.69E+11,2.11E+11,80369450933,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5397,Tesla,2022,85719498302,12062162219,81034316242,41677470546,15132536825,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5398,Tesla,2022,80809242037,11916385961,80270778679,42471221122,15162542575,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5399,Apple,2023,3.96E+11,1.00E+11,3.50E+11,2.98E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5400,Microsoft,2022,1.95E+11,72272669413,3.27E+11,1.91E+11,72035703596,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5401,Microsoft,2021,1.70E+11,59596959324,3.07E+11,1.75E+11,67275931959,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5402,Apple,2023,3.98E+11,97703378217,3.58E+11,2.84E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5403,Apple,2022,3.85E+11,95649985452,3.55E+11,2.84E+11,1.12E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5404,Microsoft,2023,2.14E+11,79764674288,3.65E+11,2.06E+11,87029763012,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5405,Microsoft,2021,1.61E+11,58453109029,3.08E+11,1.87E+11,59115085650,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5406,Apple,2023,3.94E+11,99091756543,3.52E+11,2.96E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5407,Tesla,2023,80253289711,15044325449,87915819360,40986817067,17626421011,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5408,Apple,2022,3.94E+11,1.05E+11,3.44E+11,2.88E+11,1.13E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5409,Apple,2022,3.82E+11,98606863348,3.81E+11,2.99E+11,1.12E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5410,Apple,2022,3.99E+11,97665932147,3.40E+11,2.86E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5411,Microsoft,2023,2.04E+11,89949971322,3.88E+11,2.09E+11,80107962744,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5412,Tesla,2023,79191614165,14714420861,86010387088,44008325693,17218220366,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5413,Microsoft,2022,2.01E+11,69065877456,3.39E+11,1.93E+11,72292150452,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5414,Microsoft,2023,2.16E+11,84054826664,3.75E+11,2.16E+11,83589537988,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5415,Microsoft,2022,2.04E+11,74108379308,3.38E+11,1.89E+11,70924574509,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5416,Microsoft,2021,1.64E+11,63621038504,3.05E+11,1.73E+11,60976603074,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5417,Tesla,2023,79773310325,15365964878,82756363222,42683274350,16702232910,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5418,Tesla,2023,81648883372,14418735799,78962754527,44805198029,17632480193,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5419,Apple,2022,3.93E+11,97605669232,3.68E+11,2.85E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5420,Apple,2021,3.54E+11,98729482609,3.61E+11,3.01E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5421,Tesla,2022,80169756558,12534828834,82910290608,41283469508,14894238844,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5422,Apple,2023,3.91E+11,1.03E+11,3.55E+11,2.93E+11,1.01E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5423,Microsoft,2023,2.10E+11,80512183559,3.78E+11,2.09E+11,80276216655,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5424,Tesla,2023,83272157323,15212024536,82946678279,44753952800,16801340156,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5425,Tesla,2022,85147909831,11545523108,83679839492,43540013388,14996970106,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5426,Tesla,2021,52880778346,5848067,66061394646,29664826073,5950874965,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5427,Apple,2021,3.62E+11,92361296557,3.57E+11,2.79E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5428,Tesla,2023,84006088058,14517773386,79669850710,41431126706,16666068796,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5429,Microsoft,2022,1.98E+11,68417289515,3.49E+11,1.88E+11,70104321546,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5430,Apple,2023,3.84E+11,97182923283,3.56E+11,2.78E+11,1.01E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5431,Microsoft,2023,2.00E+11,83504057431,3.62E+11,2.12E+11,78084402115,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5432,Microsoft,2022,1.99E+11,70758379170,3.37E+11,1.96E+11,74351932517,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5433,Tesla,2021,55715676589,5413596,63553868927,30612355639,5771403689,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5434,Apple,2021,3.83E+11,92235837659,3.55E+11,2.83E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5435,Microsoft,2022,2.21E+11,71624098884,3.40E+11,2.03E+11,72572020925,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5436,Apple,2021,3.65E+11,95342552010,3.49E+11,2.94E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5437,Microsoft,2022,1.90E+11,72873266288,3.15E+11,1.94E+11,71598861134,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5438,Tesla,2021,54711022844,5394513,62757903766,30539839841,6192176088,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5439,Tesla,2021,57939685391,5422746,59756635978,30049942019,5756369513,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5440,Microsoft,2021,1.67E+11,57681457205,2.95E+11,1.79E+11,59108560485,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5441,Apple,2021,3.67E+11,92613792896,3.34E+11,2.82E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5442,Microsoft,2022,2.00E+11,72206718166,3.14E+11,1.99E+11,71170003500,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5443,Tesla,2022,77259490940,12147458783,84424143855,44682333499,14392302526,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5444,Apple,2022,3.92E+11,98678716449,3.51E+11,2.90E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5445,Tesla,2022,80353369109,12274356074,83719498489,38619507801,14967661078,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5446,Tesla,2023,81568024358,14849581474,77233468072,40213467585,17598635987,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5447,Apple,2022,3.90E+11,1.01E+11,3.39E+11,2.87E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5448,Tesla,2023,82633827330,15430675173,82789216656,43966118507,17671152326,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5449,Apple,2023,3.79E+11,97800317966,3.49E+11,3.01E+11,1.00E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5450,Apple,2022,3.95E+11,1.00E+11,3.53E+11,2.90E+11,1.09E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5451,Apple,2021,3.70E+11,97292670472,3.63E+11,2.87E+11,99788359730,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5452,Microsoft,2021,1.68E+11,61952451770,3.08E+11,1.92E+11,60320391142,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5453,Tesla,2023,80093838667,15535423362,82481859636,43577484951,16975601037,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5454,Apple,2023,3.86E+11,96653563168,3.39E+11,2.91E+11,1.02E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5455,Microsoft,2023,2.06E+11,80713158396,3.63E+11,2.00E+11,84259662409,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5456,Apple,2022,3.65E+11,96399370115,3.51E+11,2.80E+11,1.15E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5457,Tesla,2021,55678215498,5558239,61935374788,29251363219,5944506307,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5458,Tesla,2023,83233549986,15081075059,81262640445,43290391430,16641320503,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5459,Tesla,2021,55356697313,5215144,58452017390,31292344610,6011964966,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5460,Apple,2023,3.63E+11,1.01E+11,3.53E+11,2.99E+11,1.11E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5461,Tesla,2021,54884881239,5615678,64311252627,29687456560,5895562915,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5462,Microsoft,2021,1.73E+11,61350206034,3.01E+11,1.76E+11,60413749306,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5463,Microsoft,2022,2.13E+11,71919233450,3.30E+11,1.93E+11,75672872662,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5464,Apple,2023,3.81E+11,98454039359,3.57E+11,2.87E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5465,Tesla,2022,83004753855,11858697019,79696099236,42536628554,16108526060,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5466,Tesla,2022,79561608602,12130108839,84257858042,42265825592,14413791993,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5467,Apple,2021,3.85E+11,96697643283,3.50E+11,2.90E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5468,Tesla,2023,82727538054,15709505827,78608243246,44331293208,17940853955,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5469,Microsoft,2021,1.72E+11,62959370347,3.03E+11,1.77E+11,62823551477,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5470,Apple,2021,3.57E+11,89115970233,3.34E+11,2.77E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5471,Apple,2023,3.89E+11,97712419045,3.38E+11,2.75E+11,1.09E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5472,Tesla,2023,80558730374,15042392558,83050903586,41558354107,17279853086,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5473,Microsoft,2021,1.72E+11,61087158026,3.04E+11,1.79E+11,62105715719,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5474,Apple,2023,3.76E+11,1.01E+11,3.42E+11,2.90E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5475,Tesla,2023,76701262614,15466133270,80649513176,43205558149,16706274740,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5476,Tesla,2021,54322282300,5387860,63651064330,29013374283,5929743109,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5477,Tesla,2023,80546922829,15142964333,84979258008,44061767336,16003524646,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5478,Tesla,2021,55475843447,5395768,60153839914,30788607451,6137219687,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5479,Apple,2023,3.85E+11,99340883259,3.42E+11,2.87E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5480,Microsoft,2023,2.15E+11,83410480837,3.75E+11,2.09E+11,86053138283,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5481,Apple,2022,3.88E+11,95635280519,3.59E+11,2.88E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5482,Microsoft,2021,1.76E+11,62047389262,2.94E+11,1.81E+11,63024237286,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5483,Microsoft,2022,1.96E+11,72289739305,3.46E+11,1.90E+11,72257820481,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5484,Tesla,2022,81806812272,11590821974,84270515899,41242044320,14618144453,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5485,Microsoft,2022,2.00E+11,72459582030,3.46E+11,1.94E+11,72340811824,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5486,Tesla,2023,84115275886,14627216422,80621981687,41847991522,16399402301,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5487,Apple,2023,3.86E+11,1.03E+11,3.51E+11,2.92E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5488,Apple,2021,3.69E+11,95713048998,3.76E+11,2.81E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5489,Tesla,2022,79532688841,12319179844,80077521449,42456864972,15128564945,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5490,Microsoft,2021,1.77E+11,60876543162,3.02E+11,1.89E+11,63425747816,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5491,Microsoft,2022,1.97E+11,73120885546,3.36E+11,1.91E+11,72718566411,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5492,Apple,2023,3.66E+11,1.06E+11,3.59E+11,2.99E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5493,Apple,2021,3.64E+11,93602787535,3.41E+11,3.03E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5494,Apple,2023,3.85E+11,1.02E+11,3.39E+11,3.03E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5495,Microsoft,2021,1.68E+11,63264752419,3.03E+11,1.82E+11,60907272779,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5496,Tesla,2021,54297628562,5575772,61273885160,31010474443,5841043013,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5497,Apple,2021,3.78E+11,95713621295,3.67E+11,2.81E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5498,Microsoft,2022,1.96E+11,68942029312,3.30E+11,2.00E+11,69849152898,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5499,Tesla,2023,80997915649,14188163482,86326790431,45585020788,17314167102,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5500,Apple,2023,3.89E+11,98347353643,3.45E+11,2.87E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
5501,Tesla,2023,82682919804,14171573564,85224072633,41681036601,16981469632,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
